fen_board,cp_score
r1b1kb1r/1pqpnppp/p1n1p3/8/3NP3/2N1B3/PPP1BPPP/R2QK1R1 b Qkq - 3 8,-0.0004
r1bqk2r/pp1nbppp/2p2n2/3p2B1/P2P4/2N1P3/1PQ2PPP/R3KBNR b KQkq - 0 8,0.0
rnb2rk1/pp2qpbp/3p1np1/2pP4/4P3/2N2N2/PP2BPPP/R1BQ1RK1 w - - 6 10,0.0105
rnbq1rk1/ppp1nppB/4p3/3pP3/1b1P4/2N5/PPP2PPP/R1BQK1NR b KQ - 0 6,-0.0194
r1bqkb1r/pp2pppp/2np1n2/8/3NP1P1/2N5/PPP2P1P/R1BQKB1R b KQkq - 0 6,-0.0135
r1bqkbnr/pp1ppp1p/2n3p1/8/3NP1P1/8/PPP2P1P/RNBQKB1R b KQkq - 0 5,-0.0111
rn1qkb1r/pp2pppp/5n2/3p1b2/3P4/2N1P3/PP3PPP/1RBQKBNR b Kkq - 1 6,-0.0222
r1bqkbnr/1ppp1ppp/p7/n3p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5,0.0167
rnbqk2r/pp3pbp/3p1np1/2pP4/4P3/2N2N1P/PP3PP1/R1BQKB1R b KQkq - 0 8,0.0094
1rbqkb1r/pp2pppp/2np1n2/6B1/3NP3/2N5/PPP2PPP/R2QKB1R w KQk - 2 7,0.0116
r1bq1rk1/pp1pppbp/5np1/n7/3NP3/1BN1B3/PPP1QPPP/R3K2R b KQ - 9 9,-0.0044
r2q1rk1/2p1bppp/p2p1n2/n3P3/1p2P1b1/1BP1BN2/PP3PPP/RN1QR1K1 w - - 0 12,0.0516
r2q1rk1/2p1bppp/p2p4/np1nP3/4P1b1/1BP1BN2/PP3PPP/RN1QR1K1 w - - 1 12,0.059
r1bqkbnr/ppp1pp1p/2np2p1/8/3PP3/2N5/PPP1NPPP/R1BQKB1R b KQkq - 1 4,0.0052
rnbqk2r/ppp1nppp/4p3/3pP3/1b1P1B2/2N5/PPP2PPP/R2QKBNR b KQkq - 2 5,-0.0076
rn1qkb1r/pp2pppp/5n2/3p1b2/3P4/2N1P3/PP1Q1PPP/R1B1KBNR b KQkq - 1 6,-0.0077
rnbq2nr/pppkbppp/3p4/8/2BNP3/8/PPP2PPP/RNBQK2R w KQ - 1 6,0.0936
rnbqkbnr/p1pppppp/8/1p6/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,0.0234
r1bqk2r/2p1bp1p/p1np1n2/1p2p1p1/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w kq - 0 9,0.0274
r2qkb1r/pp1bpppp/5n2/n2p4/QP1P1B2/2PB4/P4PPP/RN2K1NR b KQkq - 0 9,-0.1004
rnbqkbr1/pppp1ppp/5n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R w KQq - 1 4,0.0374
rnbqkbnr/ppp2ppp/8/4p3/2pPP3/8/PP2QPPP/RNB1KBNR b KQkq - 1 4,-0.0256
r1b1kb1r/1pqpnppp/p1n1p3/8/3NP3/2N1B3/PPP1BPPP/R2QK2R w KQkq - 2 8,0.0351
r1bqkb1r/p1pp1ppp/1pn1pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 1 5,0.0088
rn1qkb1r/4pppp/3p1n2/2pP4/2b5/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 8,0.017
r2qkbnr/2p2pp1/p1pp4/4p2p/4P1P1/5N2/PPPP1PP1/RNBQ1RK1 b kq - 0 8,-0.0141
r2qkb1r/pp1b1ppp/4pn2/n2p4/3P1B2/P1PB4/1PQ2PPP/RN2K1NR b KQkq - 0 10,0.0003
rn1qkb1r/4pppp/b2p1n2/2pP4/5B2/2N5/PP2PPPP/R2QKBNR b KQkq - 1 7,0.0074
r1bqk2r/ppp2pp1/2n2n2/4P2p/2Bp4/5N2/PP1N1PPP/R2Q1RK1 w kq - 0 10,0.0584
rnbqk2r/pp3pbp/3p1np1/2pP4/1P2P3/2N2N2/P4PPP/R1BQKB1R b KQkq - 0 8,-0.019
rn1qkbnr/pp2pppp/2p5/3p4/2P1P1b1/8/PP1P1PBP/RNBQK1NR b KQkq - 0 4,-0.1138
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N5/PP1QPPPP/R1B1KBNR b KQkq - 3 4,-0.0074
rn1qkbnr/pp1bpppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 4,0.015
r1bqkbnr/pp1p1ppp/2n5/4p3/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,0.0142
rnbqk2r/ppp1bppp/3p3n/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R w KQkq - 1 5,0.0198
rn1qkb1r/3b1ppp/p2ppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQ1RK1 w kq - 2 9,0.0107
rnbqk2r/1p2bppp/p1p2n2/3p2B1/3P4/2N1P3/PPQ2PPP/R3KBNR w KQkq - 0 8,0.0083
r1bqkbnr/pp1ppppp/2n5/2p5/P3P3/5N2/1PPP1PPP/RNBQKB1R b KQkq - 0 3,-0.0039
rnbqkb1r/pppppp1p/5np1/8/2PP4/7N/PP2PPPP/RNBQKB1R b KQkq - 1 3,-0.0039
rn1qkb1r/3ppppp/b4n2/2pP4/8/4P3/PP3PPP/RNBQKBNR b KQkq - 0 6,0.0008
r2q1rk1/2p1bppp/p2p1n2/1p2P3/4P1b1/PnP1BN2/1P3PPP/RN1QR1K1 b - - 0 12,-0.0305
r1bqk2r/pp1nbppp/2p2B2/3p4/3P4/2N1P3/PPQ2PPP/R3KBNR b KQkq - 0 8,-0.0097
rnbq1b1r/ppp2kpp/3p1n2/8/4P1Q1/8/PPPP1PPP/RNB1KB1R b KQ - 1 5,-0.1575
rnbqkbnr/ppp2p1p/4p1p1/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,0.0143
rnbqk2r/ppp1nppp/4p3/2bpP3/3P4/2NB4/PPP2PPP/R1BQK1NR w KQkq - 3 6,0.0458
r2qkbnr/ppp1pp1p/2np2p1/8/3PP1b1/2N2N2/PPPQ1PPP/R1B1KB1R b KQkq - 3 5,-0.0031
rnb1kb1r/ppqp1ppp/5n2/2pP4/8/2N5/PP2PPPP/R1BQKBNR w KQkq - 1 6,0.0187
r1bqkbnr/pp1ppppp/2n5/8/3pP3/P4N2/1PP2PPP/RNBQKB1R b KQkq - 0 4,-0.0122
rnbqkbnr/p1pp1ppp/1p6/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,0.0212
r2qkbnr/1pp2pp1/p1np4/4p2p/B3P1bN/7P/PPPP1PP1/RNBQ1RK1 b kq - 1 7,-0.1303
r1bqrnk1/pp2bppp/2p2n2/3p2B1/3P4/2N1PN2/PPQ1BPPP/R4RK1 b - - 8 11,-0.0038
rnbq1rk1/pppp1ppp/4pn2/8/1bPP1B2/2N5/PPQ1PPPP/R3KBNR b KQ - 5 5,-0.0032
rn1qkb1r/3ppppp/b2P1n2/2p5/8/8/PP2PPPP/RNBQKBNR b KQkq - 0 6,-0.0071
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/3B1N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,-0.0007
r1bqkbnr/pp2pppp/n2p4/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,0.0141
rn1qk2r/4ppbp/b2p2p1/2pP4/6n1/2N2NP1/PP2PPBP/R1BQK2R w KQkq - 3 10,0.0155
r1b1kb1r/1pqpnppp/p1n1p3/8/3NP1B1/2N1B3/PPP2PPP/R2QK2R b KQkq - 3 8,-0.0001
rnbqkbnr/ppp2ppp/8/4p3/2pPP2P/8/PP3PP1/RNBQKBNR b KQkq - 0 4,-0.0199
r1bq1rk1/2p1ppbp/p1np1np1/1p6/2PPP3/2N1BP2/PP4PP/R1NQKB1R w KQ - 0 9,0.0213
rnbqkb1r/ppp2Npp/3p4/3n4/4P3/8/PPPP1PPP/RNBQKB1R w KQkq - 1 5,0.1277
r1bqk1nr/1ppp1ppp/p1n5/4p3/B3P3/b4N2/PPPP1PPP/RNBQK2R w KQkq - 2 5,0.0512
2rqkb1r/pp1bpppp/5n2/n2p4/3P1B2/2PB4/PPQ2PPP/RN2K1NR w KQk - 9 10,0.0084
r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPPQ1PPP/RNB1KB1R b KQkq - 1 5,-0.0047
rnbqk2r/ppp1ppbp/3p1np1/1N6/2PPP3/8/PP3PPP/R1BQKBNR b KQkq - 1 5,-0.0142
r2qkb1r/4pp1p/b1np1np1/2pP4/8/2N2NP1/PP2PP1P/R1BQKB1R w KQkq - 1 9,0.0536
r1bqk2r/2p1bpp1/p1np1n2/1p2p2p/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w kq - 0 9,0.0155
rn1q1rk1/4ppbp/b2p1np1/2pP4/8/5NP1/PP2PPBP/RNBQK2R b KQ - 4 10,-0.0038
rnbqkbnr/pp2pppp/8/3p4/3P4/8/PPP1QPPP/RNB1KBNR b KQkq - 1 4,-0.0062
rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,0.0194
rnbqkb1r/3ppppp/p4n2/1PpP4/8/8/PP2PPPP/RNBQKBNR w KQkq - 0 5,0.0047
r1bqk2r/pp1nbppp/2p2n2/3N2B1/3P4/4P3/PPQ2PPP/R3KBNR b KQkq - 0 8,-0.0389
rnbqk2r/pp2bppp/2p2n2/3p2B1/3PP3/2N5/PPQ2PPP/R3KBNR b KQkq - 0 7,-0.0117
rnb2rk1/pppqppbp/3p1np1/8/2PPP3/2N1BP2/PP4PP/R2QKBNR w KQ - 3 7,0.0147
rnbqkb1r/3ppppp/p4n2/1PpP4/8/8/PP1QPPPP/RNB1KBNR b KQkq - 1 5,-0.0168
r1bq1rk1/ppp1ppbp/2np1np1/8/2PPP3/2N1BP2/PP2Q1PP/R3KBNR b KQ - 4 7,0.0005
r1bq1rk1/2p1bppp/p2p1n2/1p2p3/3nP3/1BP2N2/PP3PPP/RNBQR1K1 w - - 0 10,0.0399
rn1qkb1r/3ppppp/b4n2/2pP4/4P3/8/PP3PPP/RNBQKBNR b KQkq - 0 6,-0.0048
rn2kb1r/pp2pppp/1qp2n2/3P4/5Pb1/1Q6/PP1PP1BP/RNB1K1NR b KQkq - 0 6,-0.0208
r2qkbnr/1ppb1pp1/p1Bp4/4p2p/4P3/5N1P/PPPP1PP1/RNBQ1RK1 w kq - 1 8,0.0672
rnbqr1k1/1p3pbp/p2p1np1/2pP4/2N1P3/2N5/PP2BPPP/R1BQ1RK1 b - - 1 11,-0.017
r1b1kbnr/ppqp1ppp/2n1p3/1N6/3NP3/8/PPP2PPP/R1BQKB1R b KQkq - 3 6,0.0041
rn2kb1r/pp2pppp/1qp2n2/3P4/6b1/4Q3/PP1PPPBP/RNB1K1NR b KQkq - 4 6,-0.0203
r1bqkb1r/pp1ppppp/2n1Nn2/8/4P3/8/PPP2PPP/RNBQKB1R b KQkq - 2 5,-0.0464
rnbqk2r/pp2nppp/4p3/2ppP3/1b1P4/2NB4/PPP2PPP/R1BQK1NR w KQkq - 0 6,-0.0001
rn1qkb1r/pbpp1ppp/1p2pn2/6B1/2PP4/5NP1/PP2PP1P/RN1QKB1R b KQkq - 2 5,-0.0021
r1b1qrk1/1pp2pbp/p1np1np1/3Pp3/2P1P3/2N1BP2/PP4PP/R1NQKB1R w KQ - 1 10,0.0414
rn2kbnr/pp2pppp/2p5/3q4/6b1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 5,0.0852
r2q1rk1/3nppbp/b2p1np1/2pP4/8/5NP1/PP2PPBP/RNBQ1RK1 b - - 6 11,0.0008
rn1qkb1r/pbpp1ppp/1p2pn2/6N1/2PP4/6P1/PP2PP1P/RNBQKB1R b KQkq - 2 5,-0.052
rnbqkb1r/pppp1ppp/8/8/2BQ4/2n2N2/PPP2PPP/RNB1K2R w KQkq - 1 6,0.0708
rnbqkbnr/pp2pp1p/3p4/6p1/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5,0.0237
r2qkb1r/pp2pppp/5n2/n2p4/3P1Bb1/1QPB3P/PP3PP1/RN2K1NR b KQkq - 0 8,-0.0872
r1bq1rk1/pppnnppp/4p3/3pP3/1b1P2P1/2NB1N2/PPP2P1P/R1BQK2R b KQ - 0 7,-0.0118
r1bqkb1r/pppp1ppp/n4n2/8/2BpP3/5N2/PPP2PPP/RNBQK2R w KQkq - 2 5,0.0192
rnbqkbnr/ppp1pppp/8/3p4/6P1/1P6/P1PPPP1P/RNBQKBNR b KQkq - 0 2,-0.0294
r2q1rk1/2p1bppp/p2p1n2/np2p3/2PPP1b1/1B2BN2/PP3PPP/RN1QR1K1 b - - 0 11,-0.0153
rn1qkbnr/pp2pppp/3p4/2p5/3PP3/5N1b/PPP2PPP/RNBQKB1R w KQkq - 1 4,0.0538
rnbq1rk1/1pp1ppbp/p2p1np1/8/2PPP3/2N1BP2/PP4PP/R1NQKB1R w KQ - 2 9,0.0155
rnbqkb1r/pp2pp1p/2p2n2/3p2p1/2PP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 5,0.0134
rn1qkb1r/pp2pppp/8/3p1b2/3Pn3/1QN1P3/PP3PPP/R1B1KBNR w KQkq - 2 7,0.0189
rnbq1rk1/pp3pbp/3p1n2/2pP2p1/4P3/2N2N2/PP2BPPP/R1BQ1RK1 w - - 0 10,0.0329
r1bq1rk1/2p1bpp1/p1np1n1p/1p2p3/3PP3/1BP2N2/PP3PPP/RNBQR1K1 w - - 0 10,0.0097
r1bqkbnr/ppp1pppp/2np4/8/3PP3/7N/PPP2PPP/RNBQKB1R b KQkq - 1 3,-0.0009
rnbq1rk1/ppp1nppp/4p3/3pP3/1bBP4/2N5/PPP2PPP/R1BQK1NR b KQ - 4 6,-0.052
rnb1k2r/pp2qpbp/3p1np1/2pP4/4P3/2N2N2/PP2BPPP/R1BQK2R w KQkq - 4 9,0.0131
rn1qkbnr/pp2pppp/2p1b3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,0.0127
r1bqkb1r/pp2pppp/2np1n2/5N2/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 1 6,-0.0167
rnbqkb1r/pppppp1p/5np1/2P5/3P4/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,-0.0094
rn1qkb1r/1b3ppp/p2ppn2/1p4B1/3NP3/1BN5/PPP2PPP/R2Q1RK1 b kq - 3 9,-0.0021
r1b1kb1r/1pqpnppp/p1n1p3/8/3NP3/4B3/PPP1BPPP/RN1QK2R b KQkq - 3 8,-0.0045
rn2kbnr/pp2pppp/2pq4/3P4/6b1/8/PP1PPPBP/RNBQK1NR w KQkq - 1 5,0.0065
rnbqk1nr/ppp2p1p/6p1/8/1bBpP3/5N2/PP1B1PPP/RN1QK2R w KQkq - 0 7,0.058
r2qkb1r/pp2pppp/2n2n2/3p4/3P1Bb1/2PB2P1/PP3P1P/RN1QK1NR b KQkq - 0 7,-0.0917
r2qkb1r/pp2pppp/2n2n2/3p1b2/3P4/1QN1P3/PP3PPP/R1B1KBNR w KQkq - 2 7,0.0102
rnbqkb1r/pp2pppp/3p1n2/4P3/3N4/8/PPP2PPP/RNBQKB1R b KQkq - 0 5,-0.0191
r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,-0.0001
rnbqkbnr/pp2p1pp/3p4/5p2/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5,0.0368
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPPQ1PPP/RNB1KBNR b KQkq - 1 3,-0.0133
rn1qkbnr/ppp2ppp/4p3/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,-0.0068
rn1qkb1r/pp2pppp/2p2n2/3p1b2/2PP3P/2N1P3/PP3PP1/R1BQKBNR b KQkq - 0 5,-0.006
r1bq1rk1/pp1nbppp/2p2n2/3p2B1/3P4/2NBP3/PP3PPP/R1Q1K1NR b KQ - 4 9,-0.0033
rnb1k1nr/pppq1ppp/8/8/1bBpP3/5N2/PP1B1PPP/RN1QK2R w KQkq - 3 7,0.0561
r1bqnrk1/pp1ppBbp/6p1/n3P3/3N4/2N1B3/PPP2PPP/R2QK2R b KQ - 0 10,0.0497
rnbqkb1r/1p3ppp/p2ppn2/8/2BNP3/2N4P/PPP2PP1/R1BQK2R b KQkq - 0 7,-0.006
rnbqkbnr/ppp2ppp/8/8/2ppP3/1Q3N2/PP3PPP/RNB1KB1R b KQkq - 1 5,-0.1532
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N5/PPPPKPPP/R1BQ1BNR b kq - 3 3,-0.0277
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N3P1/PP2PP1P/R1BQKBNR b KQkq - 0 4,-0.0065
rn1qk2r/pbpp1ppp/1p1bpn2/8/2PP4/5NP1/PP2PPBP/RNBQK2R w KQkq - 3 6,0.0085
r1bqk1nr/pp1pppbp/2n3p1/8/3NPB2/2N5/PPP2PPP/R2QKB1R b KQkq - 3 6,-0.046
r2qkb1r/pp1npppp/8/n2p4/Q2P1Bb1/2PB4/PP3PPP/RN2K1NR w KQkq - 7 9,0.0108
r1bqkbnr/ppp1pp1p/2np2p1/8/3PP3/1PN5/P1P2PPP/R1BQKBNR b KQkq - 0 4,0.0
1rb1kbnr/ppqp1ppp/2n1p3/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQk - 4 7,0.0258
rnbq1rk1/pppp1pp1/4pn1p/8/1bPP4/P1N5/1PQ1PPPP/R1B1KBNR w KQ - 0 6,0.0415
r1bqkbnr/ppp1pp1p/2np2p1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 1 4,0.0055
rnbqkb1r/ppp1nppp/8/4p3/2pPP3/5N2/PP3PPP/RNBQKB1R w KQkq - 2 5,0.0256
rnbqkb1r/p2ppppp/1p3n2/2pP4/2P5/8/PP2PPPP/RNBQKBNR w KQkq - 0 4,0.0153
rnbqkb1r/1p3ppp/p2ppn2/8/2BNP1Q1/2N5/PPP2PPP/R1B1K2R b KQkq - 1 7,-0.1344
1r1qkbnr/1pp2ppp/p1np4/4p3/B3P1b1/5N1P/PPPP1PP1/RNBQ1RK1 w k - 1 7,0.0539
r1bqkb1r/p3pppp/1pn2n2/3p4/3P1B2/2PB4/PP3PPP/RN1QK1NR w KQkq - 0 7,0.0138
r1bq1rk1/1pp2pbp/p1np1np1/4p3/P1PPP3/2N1BP2/1P4PP/R1NQKB1R b KQ - 0 9,-0.0684
rnbqkb1r/pppp1ppp/4p3/3n4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,0.0512
r1bqkbnr/pp1ppppp/2n5/8/3pP3/4BN2/PPP2PPP/RN1QKB1R b KQkq - 1 4,-0.0587
rnbqkbnr/pp1ppppp/2p5/8/4P3/P7/1PPP1PPP/RNBQKBNR b KQkq - 0 2,-0.0006
rn1qk1nr/ppp2ppp/8/5b2/2BpP3/5N2/PP1N1PPP/R2QK2R w KQkq - 1 8,0.0542
r1bqkbnr/ppp1pp1p/3p2p1/8/1n1PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 5,0.0184
rn1qkbnr/pp2pppp/2p5/2Pp4/6b1/8/PP1PPPBP/RNBQK1NR b KQkq - 0 4,-0.0337
rnbqkb1r/pp2pppp/2p2n2/3P4/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,0.0091
r4rk1/3nppbp/b2p1np1/2pP4/8/1qN2NPP/PP2PPB1/R1BQR1K1 w - - 1 13,0.1457
r1b1kbnr/1pqp1ppp/B1n1p3/8/3NP3/2N5/PPP2PPP/R1BQK2R b KQkq - 0 7,-0.0387
rnbqk1nr/pp2bppp/3p4/2p1p3/2BPP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5,0.0242
r1bqk2r/2p1bppp/p1np4/1p2p2n/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w kq - 1 9,0.0159
rnbqr1k1/1p3pbp/p2p1np1/2pP4/4P2P/2N5/PP1NBPP1/R1BQ1RK1 b - - 0 11,-0.0207
rnbqkb1r/p1p2Npp/3p1n2/1p6/4P3/8/PPPP1PPP/RNBQKB1R w KQkq - 0 5,0.1204
rnbqkb1r/pp1ppppp/5n2/2p5/2PP4/8/PP1QPPPP/RNB1KBNR b KQkq - 1 3,-0.0119
rnbqkb1r/ppp1pppp/5n2/3P4/4P3/8/PP3PPP/RNBQKBNR b KQkq - 0 5,-0.0073
r2qk2r/pp1bbppp/4pn2/n2p4/3P1B2/2PB1N2/PPQ2PPP/RN2K2R w KQkq - 2 11,0.0124
rnbqkbnr/ppp2ppp/8/6B1/2ppP3/5N2/PP3PPP/RN1QKB1R b KQkq - 1 5,-0.0193
rn1qr1k1/pp3pbp/3p1np1/2pP4/4P3/2N4b/PP1NBPPP/R1BQ1RK1 w - - 8 11,0.0508
r4rk1/3nppbp/1q1p1np1/2pP4/8/2Nb1NPP/PP2PPB1/R1BQR1K1 w - - 1 13,0.0727
rnbqk2r/pp2bppp/2p2n2/3p2B1/3P4/2NBP3/PPQ2PPP/R3K1NR w KQkq - 3 9,0.01
rnb1kbnr/ppppqppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,0.0144
r1bq1rk1/pp1nbppp/2p2n2/3p2B1/3P4/2NBP2P/PPQ2PP1/R3K1NR b KQ - 0 9,0.0035
rn1qk2r/1b2bppp/p2ppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQR1K1 w kq - 4 10,0.025
r1bqkbnr/ppp1pp1p/2np2p1/8/3PP3/2N5/PPP1QPPP/R1B1KBNR b KQkq - 1 4,-0.0168
rnbqk2r/1pppbppp/p4n2/4p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 w kq - 6 7,0.0245
rnbqkb1r/pp1p1ppp/5n2/2p1p3/2BPP3/8/PPP2PPP/RNBQK1NR w KQkq - 0 4,0.0337
rnbqkb1r/ppp2ppp/4pn2/3P4/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 4,-0.0007
r1bq1rk1/pppnnppp/4p3/3pP3/1b1P4/2NB1N2/PPP2PPP/R1BQ1K1R b - - 6 7,-0.0074
r1bq1rk1/pp1nbppp/2p5/3p2B1/3Pn3/2NBPN2/PPQ2PPP/R3K2R w KQ - 5 10,0.0161
r1bq1rk1/1pp2pbp/p1np1np1/2P1p3/3PP3/2N1BP2/PP4PP/R1NQKB1R b KQ - 0 9,-0.0709
rnbqkbnr/ppp2ppp/4p3/3p3Q/3PP3/8/PPP2PPP/RNB1KBNR b KQkq - 1 3,-0.0155
rn1qkb1r/4pp1p/b2p2p1/2pP3n/8/2N2NP1/PP2PP1P/R1BQKB1R w KQkq - 1 9,0.0177
r1bqkb1r/pp1ppppp/2n2n2/2pP4/2P5/8/PP2PPPP/RNBQKBNR w KQkq - 1 4,0.0381
r1bq1b1r/pp1kpppp/2np1n2/6B1/3NP3/2N5/PPP2PPP/R2QKB1R w KQ - 2 7,0.0315
rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP1P1/2N2P2/PP5P/R1BQKBNR b KQ - 0 6,-0.0072
r1b1k1nr/ppqp1ppp/2n1p3/8/3NP3/b1N5/PPP1BPPP/R1BQK2R w KQkq - 4 7,0.0744
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,0.0083
r1bqkb1r/pp2pppp/2n2n2/3p4/3P4/2PB1P2/PP4PP/RNBQK1NR b KQkq - 0 6,-0.0074
rnbqr1k1/pp3pbp/3p1np1/2pP4/4P3/P1N2N2/1P2BPPP/R1BQ1RK1 b - - 0 10,-0.0092
r1bqk2r/ppp3pp/2n2p2/4P3/2Bp2n1/5N1P/PP1N1PP1/R2Q1RK1 w kq - 0 11,0.0691
r1bqkb1r/2pp1ppp/p1n5/1p2p3/B2Pn1P1/5N2/PPP2P1P/RNBQ1RK1 b kq - 0 7,-0.0462
r1b1kb1r/1pqpnppp/p1n1p3/8/1P1NP3/2N1B3/P1P1BPPP/R2QK2R b KQkq - 0 8,-0.0126
r1bqkb1r/pp2pppp/2np1n2/8/3NPB2/2N5/PPP2PPP/R2QKB1R b KQkq - 1 6,-0.0202
r1bq1rk1/pp1pppbp/5np1/n7/4P3/1BN1BN2/PPP2PPP/R2QK2R b KQ - 9 9,-0.0067
r1bqr1k1/pp1nbppp/2p2n2/3p2B1/3PP3/2NB1N2/PPQ2PPP/R3K2R b KQ - 0 10,-0.0525
rnbq1b1r/p1ppkppp/1p2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQ - 1 5,0.0303
rn1qkb1r/pp3p1p/3p1np1/2pP4/4P3/2N2N1b/PP3PPP/R1BQKB1R w KQkq - 2 8,0.0503
rnbqkbnr/pp1pppp1/8/2p4p/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,0.0125
rn1qk2r/1b2bppp/p2ppn2/1p6/3NPP2/1BN5/PPP3PP/R1BQR1K1 b kq - 0 10,-0.0101
rnb1kbnr/pp2pppp/2p5/q2P4/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,0.0137
r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w - - 1 9,0.0075
r2qkbnr/2p2pp1/p1pp4/4p2p/4P1b1/3P1N1P/PPP2PP1/RNBQ1RK1 b kq - 0 8,-0.003
rnbqkb1r/1p2pppp/p2p1n2/5N2/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 1 6,-0.006
r3kb1r/pp1b1ppp/1q2pn2/n2p4/Q2P1B2/2PB1N2/PP3PPP/RN2K2R b KQkq - 3 11,-0.137
r1bq1rk1/pp1pppbp/5np1/n6Q/3NP3/1BN1B3/PPP2PPP/R3K2R b KQ - 9 9,-0.1357
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/3Q4/PPP2PPP/RNB1KBNR b KQkq - 1 3,-0.0035
rnbq1rk1/pp3pbp/3p1np1/2pP4/4P3/5N2/PP2BPPP/RNBQK2R b KQ - 5 9,-0.0208
r1bqkbnr/pp1ppp1p/2n5/6p1/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,0.0271
r1bqk1nr/pp1pppbp/2n3p1/8/3NP3/2N5/PPP2PPP/R1BQKBR1 b Qkq - 3 6,-0.0587
rn1q1rk1/5pbp/b2p1np1/2pPp3/8/2N2NP1/PP2PPBP/R1BQ1RK1 w - e6 0 11,0.0378
r1bqkb1r/pp1ppppp/2n2n2/8/3NP2P/8/PPP2PP1/RNBQKB1R b KQkq - 0 5,-0.017
r1bqk1nr/pp1pppbp/2n3p1/8/3NP3/2N4P/PPP2PP1/R1BQKB1R b KQkq - 0 6,-0.0463
r2qkb1r/pp2pppp/5n2/n2p4/2BP1Bb1/1QP5/PP3PPP/RN2K1NR b KQkq - 6 8,-0.0898
r1bqkbnr/1pp2ppp/p1np4/4p3/B2PP3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 5,-0.0016
rn1qkb1r/ppp2Npp/3pbn2/8/4P3/8/PPPP1PPP/RNBQKB1R w KQkq - 1 5,0.114
r1bqkbnr/pppppppp/2n5/8/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 2 2,-0.0057
rn1q1rk1/ppp1ppbp/3p1np1/5b2/2PPP3/2N1BP2/PP4PP/R2QKBNR w KQ - 3 7,0.0445
